day_of_week,hour,interarrival_time,probability
Friday,12,10.160035087719296,0.7105263157894737
Friday,13,10.562635064935066,0.7272727272727273
Friday,14,6.831333615819209,0.8050847457627118
Friday,15,6.933158181818178,0.6818181818181818
Friday,16,7.7486887850467285,0.7476635514018691
Friday,17,6.183257422969185,0.6554621848739496
Friday,18,6.979067105263158,0.7719298245614035
Friday,19,6.205461823361823,0.717948717948718
Friday,20,6.892594529262086,0.8015267175572519
Friday,21,5.925343417366947,0.7983193277310925
Friday,22,5.193033020833334,0.7375
Friday,23,4.283369412878789,0.8238636363636364
Saturday,0,4.318268213058421,0.6597938144329897
Saturday,1,4.271384737827719,0.7528089887640449
Saturday,2,6.009074677002583,0.751937984496124
Saturday,3,7.731400757575761,0.7045454545454546
Saturday,4,13.181694444444448,0.803921568627451
Saturday,5,15.577298366013073,0.8431372549019608
Saturday,6,12.699270125786168,0.7547169811320755
Saturday,7,18.687540740740744,0.6944444444444444
Saturday,8,20.174203333333327,0.7111111111111111
Saturday,9,16.598058333333334,0.6538461538461539
Saturday,10,10.854633802816897,0.5492957746478874
Saturday,11,8.233460691823902,0.7830188679245284
Saturday,12,10.148581012658232,0.6708860759493671
Saturday,13,9.113014074074076,0.7111111111111111
Saturday,14,10.055077412280703,0.6973684210526315
Saturday,15,7.064221726190475,0.6875
Saturday,16,7.843324433656962,0.7766990291262136
Saturday,17,7.3238168209876555,0.7592592592592593
Saturday,18,5.21300403050109,0.7647058823529411
Saturday,19,6.128767750677504,0.8617886178861789
Saturday,20,4.863664900662252,0.7218543046357616
Saturday,21,6.380721448087434,0.7213114754098361
Saturday,22,5.646775381263616,0.8104575163398693
Saturday,23,5.143572766884529,0.7581699346405228
